train_seq_length,validation_length,test_length,final_train_loss,final_val_loss,final_test_loss
10,55,55,3.4471586332074367e-06,0.00964909978210926,0.00964909978210926
15,52,53,5.0643266149563715e-06,4.057117985212244e-05,3.993856444139965e-05
