train_seq_length,validation_length,test_length,final_train_loss,final_val_loss,final_test_loss
10,55,55,0.0004278510168660432,0.0012257469352334738,0.0012257469352334738
15,52,53,0.0006168639520183206,8.06442549219355e-05,8.089381299214438e-05
