train_seq_length,validation_length,test_length,final_train_loss,final_val_loss,final_test_loss
10,55,55,0.0019082064973190427,0.0028408989310264587,0.0028408989310264587
15,52,53,0.0013119254726916552,5.8289610024075955e-05,5.801075167255476e-05
